visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
438,18,2023-12-18,SW-05,Reintegration Assessment,Barangay Office,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,Follow-up scheduled,Unfavorable
439,18,2024-01-30,SW-04,Initial Assessment,Family Home,Santos (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Needs Improvement
440,18,2024-02-23,SW-13,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Needs Improvement
441,18,2024-03-07,SW-01,Post-Placement Monitoring,Community Center,Cruz (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
442,18,2024-05-04,SW-09,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
443,18,2024-05-11,SW-14,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,,Needs Improvement
444,18,2024-05-17,SW-09,Reintegration Assessment,Barangay Office,Mendoza (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Favorable
445,18,2024-06-02,SW-19,Reintegration Assessment,Community Center,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
446,18,2024-06-16,SW-12,Reintegration Assessment,Family Home,Rivera (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
447,18,2024-06-29,SW-09,Reintegration Assessment,Family Home,Torres (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
448,18,2024-07-09,SW-10,Initial Assessment,Barangay Office,Flores (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement
449,18,2024-08-06,SW-15,Post-Placement Monitoring,Family Home,Garcia (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
450,18,2024-08-18,SW-19,Reintegration Assessment,Proposed Foster Home,Lopez (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
451,18,2024-09-17,SW-09,Post-Placement Monitoring,Barangay Office,Reyes (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Unfavorable
452,18,2024-12-04,SW-12,Post-Placement Monitoring,Proposed Foster Home,Cruz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
453,18,2024-12-06,SW-02,Reintegration Assessment,Church,Torres (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
454,19,2024-04-10,SW-07,Initial Assessment,School,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Inconclusive
455,19,2024-08-18,SW-10,Reintegration Assessment,Community Center,Lopez (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Unfavorable
456,19,2024-09-23,SW-20,Initial Assessment,Barangay Office,Santos (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
457,19,2024-10-11,SW-13,Initial Assessment,School,Mendoza (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
458,19,2024-10-19,SW-02,Routine Follow-Up,Proposed Foster Home,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
459,19,2024-11-10,SW-19,Routine Follow-Up,School,Lopez (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
460,19,2024-11-24,SW-14,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
461,19,2025-01-02,SW-18,Initial Assessment,Proposed Foster Home,Lopez (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,True,False,Follow-up scheduled,Inconclusive
462,19,2025-01-04,SW-04,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
463,19,2025-01-05,SW-15,Post-Placement Monitoring,Barangay Office,Diaz (Parent); Mendoza (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable
464,19,2025-01-26,SW-03,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
465,19,2025-01-27,SW-18,Routine Follow-Up,Family Home,Flores (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
466,19,2025-02-15,SW-14,Initial Assessment,Barangay Office,Mendoza (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
467,19,2025-02-23,SW-14,Routine Follow-Up,School,Reyes (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Inconclusive
468,19,2025-03-09,SW-18,Emergency,Church,Torres (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,,Needs Improvement
469,19,2025-03-13,SW-15,Post-Placement Monitoring,Barangay Office,Garcia (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
470,19,2025-04-01,SW-07,Initial Assessment,Family Home,Garcia (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable
471,19,2025-04-21,SW-13,Routine Follow-Up,Church,Cruz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Unfavorable
472,19,2025-04-28,SW-10,Initial Assessment,Community Center,Lopez (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
473,19,2025-05-08,SW-12,Initial Assessment,Community Center,Flores (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
474,19,2025-05-25,SW-12,Initial Assessment,Family Home,Lopez (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
475,19,2025-05-27,SW-12,Emergency,Community Center,None,Visitation for emergency,Visit observations recorded during emergency.,Neutral,False,False,Follow-up scheduled,Inconclusive
476,19,2025-06-11,SW-09,Initial Assessment,Family Home,Diaz (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
477,19,2025-08-16,SW-17,Initial Assessment,Church,Rivera (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
478,19,2025-08-20,SW-05,Initial Assessment,Barangay Office,Garcia (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
479,19,2025-09-08,SW-07,Emergency,Proposed Foster Home,Rivera (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,,Favorable
480,19,2025-09-24,SW-10,Routine Follow-Up,Proposed Foster Home,Flores (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
481,19,2025-10-01,SW-07,Initial Assessment,Family Home,Lopez (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Unfavorable
482,19,2025-10-18,SW-18,Initial Assessment,Barangay Office,Torres (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
483,19,2025-11-11,SW-01,Initial Assessment,Barangay Office,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
484,19,2025-12-25,SW-03,Initial Assessment,Proposed Foster Home,Lopez (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
485,19,2026-01-04,SW-09,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Unfavorable
486,19,2026-01-06,SW-19,Routine Follow-Up,Community Center,Diaz (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
487,20,2025-04-07,SW-20,Routine Follow-Up,Community Center,Mendoza (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,,Unfavorable
488,20,2025-04-19,SW-20,Routine Follow-Up,Barangay Office,Cruz (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Needs Improvement
489,20,2025-07-13,SW-10,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
490,20,2025-07-25,SW-04,Routine Follow-Up,Community Center,Reyes (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
491,20,2025-08-10,SW-16,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
492,20,2025-08-18,SW-15,Routine Follow-Up,School,Flores (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
493,20,2025-08-21,SW-06,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
494,20,2025-10-05,SW-10,Post-Placement Monitoring,School,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive
